Apple	2015-03-12	76	Outkast 	 Stankonia (feat. C-Bone, C-Bone, Slimm Calhoun & Slimm Calhoun)
Apple	2015-03-12	77	Fall Out Boy 	 Save Rock and Roll
Apple	2015-03-12	78	Ed Sheeran 	 + (Deluxe Version)
Apple	2015-03-12	79	Alabama Shakes 	 Boys & Girls
Apple	2015-03-12	80	A Tribe Called Quest 	 The Anthology
Apple	2015-03-12	81	Marina and The Diamonds 	 FROOT
Apple	2015-03-12	82	OneRepublic 	 Native
Apple	2015-03-12	83	George Ezra 	 Wanted On Voyage (Deluxe)
Apple	2015-03-12	84	Cole Swindell 	 Cole Swindell
Apple	2015-03-12	85	Wiz Khalifa 	 Rolling Papers
Apple	2015-03-12	86	Fugees 	 The Score
Apple	2015-03-12	87	Zac Brown Band 	 Greatest Hits So Far...
Apple	2015-03-12	88	Alabama Shakes 	 Sound & Color
Apple	2015-03-12	89	Mumford & Sons 	 Wilder Mind
Apple	2015-03-12	90	Hollywood Undead 	 Day of the Dead (Deluxe Version)
Apple	2015-03-12	91	Mat Kearney 	 JUST KIDS
Apple	2015-03-12	92	ODESZA 	 In Return
Apple	2015-03-12	93	G-Unit 	 The Beast Is G Unit - EP
Apple	2015-03-12	94	MOD SUN 	 Look Up
Apple	2015-03-12	95	Neil Young 	 Neil Young: Greatest Hits
Apple	2015-03-12	96	Fifth Harmony 	 Reflection (Deluxe)
Apple	2015-03-12	97	Kevin Gates 	 Luca Brasi 2: A Gangsta Grillz Special Edition
Apple	2015-03-12	98	Maroon 5 	 V
Apple	2015-03-12	99	Heems 	 Eat Pray Thug
Apple	2015-03-12	100	Action Bronson 	 Mr. Wonderful
Apple	2015-03-17	1	Kendrick Lamar 	 To Pimp a Butterfly
Apple	2015-03-17	2	Modest Mouse 	 Strangers to Ourselves
Apple	2015-03-17	3	Drake 	 If You're Reading This It's Too Late
Apple	2015-03-17	4	Marina and The Diamonds 	 FROOT
Apple	2015-03-17	5	Empire Cast 	 Original Soundtrack from Season 1 of Empire (Deluxe)
Apple	2015-03-17	6	Passion 	 Passion: Even So Come (Deluxe Edition) [Live]
Apple	2015-03-17	7	Various Artists 	 Fifty Shades of Grey (Original Motion Picture Soundtrack)
Apple	2015-03-17	8	Sleeping With Sirens 	 Madness (Deluxe Edition)
Apple	2015-03-17	9	Taylor Swift 	 1989
Apple	2015-03-17	10	Luke Bryan 	 Spring Break...Checkin' Out
Apple	2015-03-17	11	Earl Sweatshirt 	 I Don't Like Shit, I Don't Go Outside: An Album by Earl Sweatshirt
Apple	2015-03-17	12	Big Sean 	 Dark Sky Paradise (Deluxe)
Apple	2015-03-17	13	Bea Miller 	 Not an Apology
Apple	2015-03-17	14	AWOLNATION 	 Run
Apple	2015-03-17	15	Sam Hunt 	 Montevallo
Apple	2015-03-17	16	Mark Knopfler 	 Tracker (Deluxe)
Apple	2015-03-17	17	Ed Sheeran 	 x (Deluxe Edition)
Apple	2015-03-17	18	Kendrick Lamar 	 To Pimp a Butterfly
Apple	2015-03-17	19	Meghan Trainor 	 Title (Deluxe)
Apple	2015-03-17	20	Of Monsters and Men 	 Beneath the Skin (Deluxe)
Apple	2015-03-17	21	J. Cole 	 2014 Forest Hills Drive
Apple	2015-03-17	22	Mumford & Sons 	 Wilder Mind (Deluxe Version)
Apple	2015-03-17	23	Madonna 	 Rebel Heart
Apple	2015-03-17	24	Various Artists 	 Furious 7 (Original Motion Picture Soundtrack)
Apple	2015-03-17	25	Glee Cast 	 Glee: The Music, Dreams Come True - EP
Apple	2015-03-17	26	Imagine Dragons 	 Smoke + Mirrors
Apple	2015-03-17	27	Matt Maher 	 Saints and Sinners
Apple	2015-03-17	28	Fall Out Boy 	 American Beauty
Apple	2015-03-17	29	Sam Smith 	 In the Lonely Hour (Deluxe Version)
Apple	2015-03-17	30	Zac Brown Band 	 JEKYLL + HYDE
Apple	2015-03-17	31	Maroon 5 	 V (Deluxe Version)
Apple	2015-03-17	32	Chase Rice 	 Ignite the Night (Party Edition)
Apple	2015-03-17	33	Hozier 	 Hozier (Bonus Tracks Version)
Apple	2015-03-17	34	NF 	 Mansion
Apple	2015-03-17	35	Kelly Clarkson 	 Piece By Piece (Deluxe Version)
Apple	2015-03-17	36	Brandi Carlile 	 The Firewatcher's Daughter
Apple	2015-03-17	37	Childish Gambino 	 Because the Internet
Apple	2015-03-17	38	Tobias Jesso Jr. 	 Goon
Apple	2015-03-17	39	G-Eazy 	 These Things Happen
Apple	2015-03-17	40	Rae Sremmurd 	 SremmLife
Apple	2015-03-17	41	Various Artists 	 Guardians of the Galaxy: Awesome Mix, Vol. 1 (Original Motion Picture Soundtrack)
Apple	2015-03-17	42	Nicki Minaj 	 The Pinkprint (Deluxe Version)
Apple	2015-03-17	43	Glee Cast 	 Glee: The Music, 2009 - EP
Apple	2015-03-17	44	Various Artists 	 Now That's What I Call Music, Vol. 53
Apple	2015-03-17	45	Muse 	 Drones
Apple	2015-03-17	46	Various Artists 	 Cinderella (Original Motion Picture Soundtrack)
